	sample_DKO1_cell_1_fastq	sample_DKO1_cell_2_fastq	sample_DKO1_cell_3_fastq	sample_DKO1_exo_1_fastq	sample_DKO1_exo_2_fastq	sample_DKO1_exo_3_fastq	sample_DKS8_cell_1_fastq	sample_DKS8_cell_2_fastq	sample_DKS8_cell_3_fastq	sample_DKS8_exo_1_fastq	sample_DKS8_exo_2_fastq	sample_DKS8_exo_3_fastq	sample_DLD1_cell_1_fastq	sample_DLD1_cell_2_fastq	sample_DLD1_cell_3_fastq	sample_DLD1_exo_1_fastq	sample_DLD1_exo_2_fastq	sample_DLD1_exo_3_fastq
hsa-miR-548ar-3p	10.314713441113	7.35097063581378	7.51233501110165	0.865030451955344	0	0	12.7883885344199	12.9709078006443	15.0887294870856	0	0	0	7.73683985690802	14.0507532029667	11.3967952615151	0	0	0
hsa-miR-664a-3p	10.2817590850711	6.37048007937878	9.7194630871396	1.73006090391069	3.57496119755932	0	13.0106664347864	10.2478228089563	12.1020143958116	2.47884000203265	0	1.87641376049267	13.1004159540283	11.6785481167515	13.3634988685907	2.93129341367683	10.6355258469867	3.0582442619692
hsa-miR-99b-5p	9.88630681256834	18.3313814529063	10.9343959730321	3.17177832383626	5.26836387008742	10.6682977308531	3.88245399306837	3.04534357058606	2.71519553752183	0	0	0.469103440123168	8.86018470320755	10.6413086458558	6.15225230931346	4.88548902279471	5.31776292349335	10.1941475398973
hsa-miR-26a-2-3p	9.62267196423319	8.64565153629978	7.85656599543785	1.44171741992557	0.564467557509366	0	8.17982673348755	9.81277372744397	9.85228095043636	0	0	0.469103440123168	8.60703656883019	10.4876435390565	10.7916556901072	0	0	0
hsa-miR-3912-3p	9.29312840381424	7.02052906707049	6.39864653236691	2.0184043878958	0.376311705006244	1.97561069089872	6.07559594335126	4.20547445461885	5.74069913647473	4.9576800040653	0	0.938206880246336	9.93606427431132	10.7949737526552	8.06852761877175	0	0	0
hsa-miR-222-5p	9.16131097964666	6.37048007937878	8.26154362406866	33.4478441422733	26.153663497934	0	4.17882452689038	3.96378052044535	4.42188987539269	4.9576800040653	9.09380257354613	6.09834472160118	8.10074030007547	6.37710193217353	8.87538038064893	5.86258682735366	15.95328877048	20.3882950797947
hsa-miR-573	9.09540226756287	10.6608033981441	6.56063758381923	0	0	0	5.30503255541403	5.55896048599043	3.56854270645726	0	0	0	5.31611082192453	6.26185310207401	3.47955253559532	0	0	0
hsa-miR-624-5p	9.02949355547909	5.59042129414873	6.31765100664074	1.44171741992557	0.188155852503122	0	8.23910084025196	8.50762648290709	7.91285556649219	0	0	0	7.15143479616038	8.18266693706603	8.42152570209302	0	0	0
hsa-miR-29b-2-5p	8.9635848433953	6.59799722507088	9.35498322137187	0.865030451955344	3.3868053450562	0	14.6703414241896	12.0363579218401	17.2220974094242	0	0	0	7.68937458171226	10.0074400803085	11.926292386497	0	0	0
hsa-miR-4485-3p	8.9635848433953	4.09530862245779	4.53574944066515	0	0.188155852503122	0	5.54212898247164	6.13902592800682	7.91285556649219	0	0	0.938206880246336	4.87310158676415	8.02900183026667	18.7593267136443	0	0	1.01941475398973
hsa-miR-152-5p	8.9635848433953	11.3108523858358	8.1805480983425	0.288343483985115	0.752623410012488	0	7.11289281172831	7.6858671067172	7.36981645898782	0	1.51563376225769	0	7.15143479616038	10.3723947089569	6.50525039263472	0	0	0
hsa-miR-3679-5p	8.89767613131151	6.82551437076298	10.7724049215797	23.9325091707645	16.3695591677716	24.8926947053238	10.8175244845035	7.4925119593784	9.85228095043636	6.19710000508162	24.250140196123	10.7893791228329	7.78430513210377	7.18384374287018	9.32923505920484	18.5648582866199	3.5451752823289	8.15531803191788
hsa-miR-30c-1-3p	8.69994999506014	8.84066623260729	11.8253467560199	1.73006090391069	1.88155852503122	0	10.313694577006	10.3445003826257	8.45589467399656	1.23942000101632	1.51563376225769	1.4073103203695	9.55634207274528	9.79615055845933	11.2959386662805	0.977097804558943	0	1.01941475398973
hsa-miR-3187-5p	8.63404128297635	5.52541639537956	5.99366890373609	2.0184043878958	1.12893511501873	0	5.66067719600044	6.81576894369261	6.74920033612569	0	0	0	4.68324048598113	7.22226001957002	4.99240146411502	0.977097804558943	0	10.1941475398973
hsa-miR-151a-5p	8.60108692693446	9.36070542276066	6.80362416099772	36.1871072401319	17.5925722090419	0	11.1138950183255	9.42606343276638	14.5844788872601	1.85913000152449	0	7.2711033219091	6.77171259459434	9.46961220651069	10.7412273924899	3.90839121823577	1.77258764116445	16.3106360638358
hsa-miR-512-3p	8.56813257089256	7.67057805476221	8.50453020124715	6.63190013165763	3.95127290256556	0	1.36330445558126	1.16013088403279	1.31880926108203	0	0	0	3.0377776125283	5.64719267487656	4.63940338079376	0	1.77258764116445	1.01941475398973
hsa-miR-659-5p	8.43631514672499	10.9208229932208	7.2895973153547	1.73006090391069	1.12893511501873	1.58048855271897	4.77156559453441	5.36560533865163	3.33581166038396	0	0	0.469103440123168	6.83499962818868	8.10583438366635	4.13512040462052	0	1.77258764116445	1.01941475398973
hsa-miR-26a-1-3p	8.43631514672499	6.82551437076298	8.82851230415181	0.865030451955344	0.752623410012488	0	10.4322427905349	9.37772464593168	8.37831765863879	0	0	0	6.77171259459434	8.06741810696651	11.1950820710458	0	0	0
hsa-miR-937-3p	8.10677158630604	10.3357789042982	7.2895973153547	2.30674787188092	4.13942875506868	3.16097710543795	7.61672271922573	8.99101435125409	7.13708541291452	0	0	0	6.64513852740566	8.14425066036619	8.06852761877175	2.93129341367683	3.5451752823289	2.03882950797947
hsa-miR-3619-5p	7.7772280258871	4.35532821753447	8.01855704689017	0.865030451955344	1.6934026725281	0	6.8757963846707	5.80065442016393	7.52497048970336	0	0	0.938206880246336	4.80981455316981	4.87886714087975	8.62323889256231	2.93129341367683	0	0
hsa-miR-4474-3p	7.64541060171952	7.73558295353138	8.09955257261634	4.61349574376183	4.13942875506868	0.395122138179743	8.53547137407397	7.10580166470081	8.22316362792326	2.47884000203265	0	0.469103440123168	6.83499962818868	8.75891108756364	10.4890859044033	0.977097804558943	0	5.09707376994867
hsa-miR-219b-5p	7.57950188963573	6.04545558553293	6.88461968672389	0.865030451955344	0.752623410012488	6.3219542108759	7.85381914628334	7.15414045153551	8.37831765863879	0	1.51563376225769	0	7.08814776256604	7.06859491277066	7.26167485689458	0	0	0
hsa-miR-20a-3p	7.38177575338436	5.2003919015337	9.96244966431809	0	0	0	8.59474548083837	9.13603071175818	8.92135676614316	0	0	0.938206880246336	8.73361063601887	9.87298311185902	12.5062178090962	0	0	0
hsa-miR-210-5p	7.31586704130057	3.90029392615027	5.50769574937911	1.15337393594046	0	0	5.24575844864963	2.41693934173497	5.27523704432813	2.47884000203265	0	0	3.54407388128302	3.18855096608676	3.52998083321264	0	0	0
hsa-miR-320d	7.2982913847449	6.08120827985597	7.51098508567288	304.961680112123	197.209284939397	218.917420658487	8.59622733350748	7.25806884323011	9.03384343841192	241.934784198387	174.196840408817	183.865093356276	6.48375659174009	7.69413995169973	8.09878459734215	205.190538957378	29.2476960792134	44.8542491755483
hsa-let-7g-3p	7.184049617133	4.55034291384199	5.26470917220062	1.73006090391069	0.94077926251561	0	6.78688522452409	6.52573622268442	9.46439587364752	0	1.51563376225769	0	6.58185149381132	8.29791576716555	7.51381634498119	0	0	0
hsa-miR-219a-5p	7.184049617133	8.12561234614641	7.77557046971168	0	0	0	6.57942585084868	5.26892776498223	3.64611972181503	0	0	0	7.21472182975472	5.03253224767911	6.80782017833867	0	0	0
hsa-miR-1255a	7.11814090504921	7.80058785230055	10.1244407157704	2.0184043878958	2.25787023003746	0	9.54313118906881	8.2175937618989	8.92135676614316	1.23942000101632	9.09380257354613	0.469103440123168	6.77171259459434	8.912576194363	7.46338804736387	0	1.77258764116445	2.03882950797947
hsa-miR-2276-3p	6.98632348088163	5.26539680030287	5.42670022365295	0.865030451955344	1.12893511501873	3.55609924361769	6.07559594335126	5.36560533865163	7.99043258184996	0	0	1.87641376049267	7.27800886334906	6.60759959237257	5.04282976173234	0.977097804558943	3.5451752823289	1.01941475398973
hsa-miR-181c-3p	6.98632348088163	3.31524983722773	6.96561521245005	5.19018271173206	0.188155852503122	0.395122138179743	8.09091557334095	6.91244651736201	9.54197288900529	0	0	0.938206880246336	7.81594864890094	5.47431942972728	6.50525039263472	1.95419560911789	5.31776292349335	1.01941475398973
hsa-miR-6866-5p	6.92041476879784	8.38563194122309	5.58869127510527	4.0368087757916	0.94077926251561	2.37073282907846	4.50483211409459	5.60729927282513	5.58554510575919	3.71826000304897	3.03126752451538	1.4073103203695	6.77171259459434	5.6856089515764	4.33683359508982	1.95419560911789	3.5451752823289	6.11648852393841
hsa-miR-491-5p	6.85450605671405	4.81036250891867	7.12760626390238	1.15337393594046	0.752623410012488	0	9.1874865484824	7.9758998277254	8.53347168935432	0	0	0	6.58185149381132	4.91728341757959	9.37966335682216	0	1.77258764116445	1.01941475398973
hsa-miR-6511a-3p	6.82155170067216	3.77028412861193	7.41109060394395	2.59509135586603	1.50524682002498	0	6.34232942379107	5.41394412548633	4.84856345986041	0	0	0.469103440123168	6.32870335943396	7.04938677442074	7.6398870890245	2.93129341367683	0	0
hsa-miR-1247-3p	6.5908712083789	8.25562214368475	4.13077181203433	0.288343483985115	0.376311705006244	0	9.2467606552468	7.20247923837021	7.52497048970336	0	4.54690128677306	2.34551720061584	4.55666641879245	7.87533672346731	3.78212232129926	1.95419560911789	1.77258764116445	3.0582442619692
hsa-miR-128-1-5p	6.5908712083789	5.91544578799458	6.47964205809307	0.576686967970229	2.06971437753434	0	9.276397708629	6.42905864901502	10.0850119965097	2.47884000203265	0	2.34551720061584	6.83499962818868	5.37827873797767	7.46338804736387	0.977097804558943	12.4081134881511	7.13590327792814
